,Unnamed: 0,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
1009,1009,Male,1,Yes,No,23,Yes,No,No,,,,,,,One year,Yes,Electronic check,20.75,485.2000122070313,No
1010,1010,Male,0,No,No,3,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,50.150001525878906,160.85000610351562,No
1011,1011,Female,0,Yes,Yes,71,No,,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Mailed check,58.650001525878906,4145.25,No
1012,1012,Male,0,No,No,9,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),95.9000015258789,827.4500122070312,No
1013,1013,Female,0,No,No,1,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,49.5,49.5,No
1014,1014,Male,0,Yes,Yes,18,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,57.45000076293945,990.8499755859376,Yes
1015,1015,Male,0,Yes,Yes,12,Yes,No,DSL,No,No,No,No,No,Yes,One year,No,Credit card (automatic),53.650001525878906,696.3499755859375,Yes
1016,1016,Male,0,Yes,No,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Mailed check,80.0999984741211,5585.39990234375,No
1017,1017,Female,0,No,No,64,Yes,Yes,No,,,,,,,One year,Yes,Bank transfer (automatic),24.399999618530277,1601.199951171875,No
1018,1018,Male,0,No,No,4,No,,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,40.04999923706055,162.4499969482422,No
1019,1019,Female,0,No,No,23,Yes,No,No,,,,,,,Month-to-month,Yes,Mailed check,19.5,470.2000122070313,No
1020,1020,Female,0,Yes,Yes,39,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),51.04999923706055,2066.0,No
1021,1021,Male,0,Yes,No,28,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,No,Mailed check,54.34999847412109,1426.449951171875,No
1022,1022,Female,1,No,No,5,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.69999694824219,392.5,No
1023,1023,Female,1,Yes,No,45,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,86.0999984741211,3861.449951171875,No
1024,1024,Male,0,No,No,37,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.3499984741211,2552.89990234375,No
1025,1025,Female,1,Yes,No,60,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),110.0,6668.35009765625,No
1026,1026,Male,1,No,No,8,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.5999984741211,819.4000244140625,Yes
1027,1027,Female,0,No,No,47,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,One year,No,Credit card (automatic),94.9000015258789,4615.25,No
1028,1028,Male,0,Yes,Yes,26,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,83.75,2070.60009765625,Yes
1029,1029,Female,1,Yes,Yes,3,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,88.30000305175781,273.75,Yes
1030,1030,Female,0,Yes,Yes,50,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),69.75,3557.699951171875,No
1031,1031,Male,0,Yes,Yes,27,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),71.5999984741211,1957.0999755859373,No
1032,1032,Female,1,No,No,8,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,92.0999984741211,729.9500122070312,Yes
1033,1033,Female,0,Yes,No,62,Yes,Yes,No,,,,,,,Two year,No,Bank transfer (automatic),23.649999618530277,1416.75,No
1034,1034,Female,0,Yes,No,71,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),81.8499984741211,5924.39990234375,No
1035,1035,Male,0,No,No,66,Yes,Yes,No,,,,,,,Two year,No,Mailed check,25.100000381469727,1697.699951171875,No
1036,1036,Male,0,Yes,Yes,68,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),114.6999969482422,7849.85009765625,No
1037,1037,Female,0,No,No,13,No,,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,49.150001525878906,649.4000244140625,No
1038,1038,Male,0,Yes,No,56,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Electronic check,80.9000015258789,4557.5,No
1039,1039,Male,0,Yes,No,38,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,79.44999694824219,3013.050048828125,Yes
1040,1040,Male,1,No,No,14,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),90.4499969482422,1266.0999755859375,Yes
1041,1041,Female,0,No,Yes,16,Yes,No,No,,,,,,,One year,Yes,Bank transfer (automatic),19.299999237060547,360.3500061035156,No
1042,1042,Female,0,Yes,Yes,14,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.19999694824219,1046.5,No
1043,1043,Male,0,Yes,Yes,32,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),69.75,2347.89990234375,Yes
1044,1044,Female,0,No,No,8,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,No,Bank transfer (automatic),54.25,447.75,No
1045,1045,Female,0,Yes,Yes,43,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),99.3000030517578,4209.9501953125,No
1046,1046,Female,0,No,No,52,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,One year,No,Credit card (automatic),74.0,3877.64990234375,No
1047,1047,Male,0,No,No,3,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,50.25,152.3000030517578,No
1048,1048,Male,0,No,No,29,Yes,No,No,,,,,,,One year,Yes,Mailed check,19.799999237060547,572.2000122070312,No
1049,1049,Female,0,No,No,1,Yes,No,No,,,,,,,Month-to-month,No,Mailed check,19.649999618530277,19.649999618530277,Yes
1050,1050,Male,1,No,No,12,No,,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,43.650001525878906,526.9500122070312,Yes
1051,1051,Female,0,Yes,Yes,16,No,,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),35.5,552.7000122070312,No
1052,1052,Female,0,No,No,40,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,80.75,3208.64990234375,No
1053,1053,Female,0,No,No,5,No,,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,39.5,210.75,Yes
1054,1054,Male,0,Yes,No,40,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),97.0999984741211,3706.949951171875,Yes
1055,1055,Female,0,No,No,36,Yes,No,No,,,,,,,One year,No,Mailed check,19.549999237060547,620.75,No
1056,1056,Female,0,No,No,5,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.0,412.5,Yes
1057,1057,Female,0,No,No,10,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,84.69999694824219,832.0499877929688,Yes
1058,1058,Male,0,Yes,Yes,2,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),89.55000305175781,185.5500030517578,Yes
1059,1059,Male,0,No,No,23,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,90.5999984741211,1943.199951171875,Yes
1060,1060,Male,0,Yes,Yes,26,Yes,No,No,,,,,,,One year,Yes,Bank transfer (automatic),20.049999237060547,505.8999938964844,No
1061,1061,Female,1,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,112.4000015258789,8046.85009765625,No
1062,1062,Female,0,Yes,No,34,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),50.20000076293945,1815.300048828125,No
1063,1063,Male,0,No,No,10,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),62.25,612.9500122070312,No
1064,1064,Female,0,No,No,14,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,No,Mailed check,55.70000076293945,795.1500244140625,No
1065,1065,Female,0,No,No,23,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),90.05000305175781,2169.800048828125,Yes
1066,1066,Male,0,Yes,No,47,Yes,No,No,,,,,,,Two year,No,Mailed check,19.649999618530277,973.0999755859376,No
1067,1067,Male,0,Yes,No,24,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,89.25,2210.199951171875,No
1068,1068,Male,0,Yes,No,49,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),99.0500030517578,4853.75,Yes
1069,1069,Male,1,No,No,20,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,No,Mailed check,54.0,1055.9000244140625,No
1070,1070,Female,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),69.75,144.5500030517578,Yes
1071,1071,Female,0,No,No,2,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),49.04999923706055,91.0999984741211,Yes
1072,1072,Male,0,No,No,22,No,,DSL,No,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),56.75,1304.8499755859375,No
1073,1073,Male,0,No,No,7,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),98.0500030517578,713.0,Yes
1074,1074,Male,0,No,No,1,Yes,No,No,,,,,,,Month-to-month,No,Mailed check,21.100000381469727,21.100000381469727,No
1075,1075,Female,0,Yes,Yes,59,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),96.6500015258789,5580.7998046875,No
1076,1076,Female,0,Yes,Yes,58,Yes,Yes,No,,,,,,,One year,Yes,Credit card (automatic),24.5,1497.9000244140625,No
1077,1077,Female,0,No,No,41,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),114.5,4527.4501953125,Yes
1078,1078,Female,1,No,No,59,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Credit card (automatic),79.19999694824219,4590.35009765625,No
1079,1079,Female,0,Yes,Yes,3,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.55000305175781,200.1999969482422,No
1080,1080,Male,0,No,No,32,Yes,No,No,,,,,,,Two year,Yes,Bank transfer (automatic),20.049999237060547,614.4500122070312,No
1081,1081,Male,1,Yes,No,46,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.8499984741211,4564.89990234375,No
1082,1082,Male,0,Yes,Yes,0,Yes,Yes,No,,,,,,,Two year,No,Mailed check,25.75,,No
1083,1083,Male,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.94999694824219,171.14999389648438,Yes
1084,1084,Female,0,Yes,Yes,52,Yes,No,No,,,,,,,One year,No,Credit card (automatic),19.600000381469727,1012.4000244140624,No
1085,1085,Female,1,No,No,13,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,74.30000305175781,940.3499755859376,Yes
1086,1086,Female,1,No,No,11,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),89.69999694824219,1047.699951171875,Yes
1087,1087,Male,0,No,No,32,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),87.6500015258789,2766.39990234375,No
1088,1088,Male,1,Yes,No,17,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),100.4499969482422,1622.449951171875,Yes
1089,1089,Female,0,No,No,16,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),74.75,1129.3499755859375,No
1090,1090,Female,0,No,No,51,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),107.4499969482422,5680.89990234375,No
1091,1091,Male,0,No,No,29,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),75.3499984741211,2243.89990234375,No
1092,1092,Male,0,Yes,No,70,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),64.94999694824219,4523.25,No
1093,1093,Female,0,Yes,Yes,71,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,No,Electronic check,100.4499969482422,7159.7001953125,No
1094,1094,Male,0,Yes,Yes,41,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,One year,No,Bank transfer (automatic),68.5,2839.949951171875,No
1095,1095,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.55000305175781,80.55000305175781,No
1096,1096,Female,0,Yes,No,7,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),81.25,580.0999755859375,No
1097,1097,Male,0,Yes,Yes,25,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Electronic check,90.4000015258789,2178.60009765625,Yes
1098,1098,Male,0,Yes,Yes,67,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,One year,No,Electronic check,89.55000305175781,6038.5498046875,No
1099,1099,Male,0,Yes,Yes,5,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,55.70000076293945,259.3999938964844,No
1100,1100,Male,0,No,Yes,15,Yes,Yes,No,,,,,,,Month-to-month,Yes,Electronic check,24.799999237060547,324.1499938964844,No
1101,1101,Female,0,Yes,Yes,20,Yes,No,No,,,,,,,Month-to-month,No,Electronic check,20.0,417.6499938964844,No
1102,1102,Male,0,Yes,Yes,3,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,56.150001525878906,168.14999389648438,Yes
1103,1103,Male,0,Yes,Yes,54,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,105.1999969482422,5637.85009765625,No
1104,1104,Male,0,No,No,42,Yes,No,No,,,,,,,One year,Yes,Mailed check,19.549999237060547,839.4000244140625,No
1105,1105,Female,0,Yes,No,9,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.75,769.0999755859375,No
1106,1106,Female,0,No,No,63,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),97.4499969482422,6253.0,No
1107,1107,Female,0,Yes,No,69,Yes,Yes,No,,,,,,,Two year,No,Bank transfer (automatic),24.25,1641.800048828125,No
1108,1108,Female,0,No,No,69,Yes,Yes,No,,,,,,,Two year,No,Credit card (automatic),24.600000381469727,1678.050048828125,No
1109,1109,Male,0,Yes,No,40,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,50.150001525878906,2058.5,No
1110,1110,Male,0,No,No,60,No,,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Bank transfer (automatic),39.59999847412109,2424.5,No
1111,1111,Female,0,No,No,4,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),94.4000015258789,387.2000122070313,Yes
1112,1112,Female,1,No,No,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,89.8499984741211,6293.4501953125,No
1113,1113,Female,0,Yes,No,37,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),78.94999694824219,2839.64990234375,Yes
1114,1114,Male,0,Yes,No,32,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),98.8499984741211,3145.89990234375,No
1115,1115,Male,0,No,No,39,Yes,Yes,DSL,No,No,No,Yes,No,No,Two year,Yes,Credit card (automatic),53.84999847412109,2200.699951171875,No
1116,1116,Female,0,No,No,38,Yes,Yes,No,,,,,,,One year,Yes,Electronic check,24.25,914.4000244140624,No
1117,1117,Male,0,No,No,52,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),89.44999694824219,4577.75,No
1118,1118,Female,0,Yes,Yes,48,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),105.25,4997.5,No
1119,1119,Male,0,Yes,Yes,70,No,,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),59.5,4144.7998046875,No
1120,1120,Male,0,No,No,20,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),70.55000305175781,1493.550048828125,No
1121,1121,Female,0,No,No,50,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),82.5,4179.10009765625,No
1122,1122,Female,0,No,No,19,No,,DSL,No,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),44.84999847412109,893.5499877929688,Yes
1123,1123,Male,0,Yes,Yes,25,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),61.59999847412109,1611.0,No
1124,1124,Male,0,No,No,12,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),49.04999923706055,593.0499877929688,No
1125,1125,Male,1,Yes,No,39,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.6500015258789,4284.7998046875,Yes
1126,1126,Male,0,No,No,7,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,74.6500015258789,544.5499877929688,Yes
1127,1127,Female,0,Yes,Yes,23,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,One year,Yes,Mailed check,66.25,1533.800048828125,No
1128,1128,Male,0,No,No,27,Yes,No,No,,,,,,,Month-to-month,Yes,Electronic check,19.399999618530277,529.7999877929688,No
1129,1129,Male,1,No,No,47,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),86.05000305175781,3865.60009765625,No
1130,1130,Male,0,Yes,Yes,26,Yes,No,No,,,,,,,Two year,Yes,Credit card (automatic),19.149999618530277,515.75,No
1131,1131,Female,0,Yes,No,14,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),64.69999694824219,941.0,Yes
1132,1132,Female,1,Yes,No,11,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),104.0500030517578,1133.6500244140625,Yes
1133,1133,Male,0,No,Yes,2,Yes,No,No,,,,,,,Month-to-month,No,Mailed check,19.25,48.34999847412109,No
1134,1134,Female,0,Yes,Yes,26,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,81.94999694824219,2070.050048828125,No
1135,1135,Female,1,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),114.6500015258789,8333.9501953125,No
1136,1136,Female,0,Yes,Yes,63,Yes,No,No,,,,,,,Two year,No,Credit card (automatic),20.0,1209.25,No
1137,1137,Male,0,Yes,Yes,71,Yes,No,No,,,,,,,Two year,No,Mailed check,19.799999237060547,1396.25,No
1138,1138,Male,0,Yes,Yes,11,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),65.1500015258789,723.3499755859375,No
1139,1139,Male,1,Yes,No,14,Yes,No,No,,,,,,,One year,No,Mailed check,19.649999618530277,228.6499938964844,No
1140,1140,Female,0,No,Yes,13,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),88.94999694824219,1161.75,No
1141,1141,Male,0,No,Yes,6,Yes,No,No,,,,,,,Month-to-month,Yes,Mailed check,20.200000762939453,98.3499984741211,No
1142,1142,Male,1,Yes,Yes,11,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),75.19999694824219,775.2999877929688,No
1143,1143,Male,0,Yes,No,18,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),56.79999923706055,1074.6500244140625,No
1144,1144,Male,0,No,No,1,No,,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,35.54999923706055,35.54999923706055,Yes
1145,1145,Female,0,Yes,No,32,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.5,2324.699951171875,No
1146,1146,Male,0,No,No,29,No,,DSL,Yes,No,No,Yes,No,No,One year,No,Mailed check,35.599998474121094,1072.5999755859375,No
1147,1147,Female,0,No,No,3,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,60.25,170.5,No
1148,1148,Female,0,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.1500015258789,196.8999938964844,Yes
1149,1149,Male,0,Yes,Yes,13,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,96.6500015258789,1162.8499755859375,Yes
1150,1150,Female,0,No,No,41,No,,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,40.34999847412109,1677.8499755859375,No
1151,1151,Female,0,No,No,1,Yes,No,No,,,,,,,Month-to-month,No,Electronic check,18.850000381469727,18.850000381469727,No
1152,1152,Male,0,No,No,7,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,54.84999847412109,370.3999938964844,No
1153,1153,Female,0,Yes,No,52,Yes,No,DSL,Yes,No,Yes,No,Yes,No,One year,Yes,Mailed check,64.30000305175781,3410.60009765625,No
1154,1154,Female,0,Yes,Yes,45,Yes,Yes,No,,,,,,,Two year,Yes,Bank transfer (automatic),24.649999618530277,1138.800048828125,No
1155,1155,Male,0,Yes,No,70,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),76.0999984741211,5264.25,No
1156,1156,Female,0,No,No,53,Yes,No,No,,,,,,,Two year,No,Mailed check,18.700000762939453,1005.7000122070312,No
1157,1157,Female,1,Yes,No,62,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),97.9499969482422,5936.5498046875,No
1158,1158,Female,0,Yes,No,60,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),94.0999984741211,5475.89990234375,No
1159,1159,Female,1,Yes,No,3,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.4000015258789,224.0500030517578,Yes
1160,1160,Female,1,Yes,No,23,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.0999984741211,2326.050048828125,No
1161,1161,Male,0,No,Yes,1,No,,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,31.350000381469727,31.350000381469727,Yes
1162,1162,Female,0,No,No,67,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),72.3499984741211,4991.5,No
1163,1163,Female,0,No,No,12,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),89.75,1052.4000244140625,Yes
1164,1164,Female,1,Yes,No,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),82.69999694824219,5831.2001953125,No
1165,1165,Male,0,No,No,25,Yes,No,No,,,,,,,One year,No,Credit card (automatic),19.899999618530277,510.7999877929688,No
1166,1166,Female,0,No,No,5,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,53.79999923706055,283.95001220703125,No
1167,1167,Male,0,No,No,26,Yes,Yes,DSL,No,No,No,No,No,No,One year,Yes,Credit card (automatic),51.54999923706055,1295.4000244140625,No
1168,1168,Male,0,Yes,Yes,1,Yes,No,No,,,,,,,One year,No,Mailed check,19.649999618530277,19.649999618530277,No
1169,1169,Male,1,No,No,70,No,,DSL,No,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),44.04999923706055,3011.64990234375,No
1170,1170,Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,114.0,8093.14990234375,No
1171,1171,Male,0,Yes,No,60,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,94.4000015258789,5610.25,Yes
1172,1172,Female,1,Yes,Yes,32,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.4000015258789,3217.64990234375,No
1173,1173,Male,0,No,No,1,Yes,No,No,,,,,,,Month-to-month,Yes,Electronic check,19.850000381469727,19.850000381469727,Yes
1174,1174,Female,0,No,No,14,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,Yes,Mailed check,54.25,773.2000122070312,No
1175,1175,Female,0,No,No,13,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),80.0,1029.3499755859375,No
1176,1176,Female,0,No,No,6,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),109.9000015258789,669.4500122070312,Yes
1177,1177,Female,0,No,No,46,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Two year,No,Mailed check,79.19999694824219,3593.800048828125,No
1178,1178,Male,0,No,No,15,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,101.3499984741211,1553.949951171875,Yes
1179,1179,Male,1,Yes,No,43,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,94.3000030517578,3953.14990234375,No
1180,1180,Male,0,No,No,39,Yes,No,DSL,No,No,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),49.79999923706055,1971.1500244140625,No
1181,1181,Male,1,No,No,21,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),60.04999923706055,1236.1500244140625,Yes
1182,1182,Male,0,No,No,57,No,,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,53.75,3196.0,No
1183,1183,Female,0,Yes,No,53,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,93.4499969482422,4872.2001953125,No
1184,1184,Male,0,Yes,Yes,18,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,87.9000015258789,1500.5,No
